Date, StudentID,Demerits, Sendouts, Detentions, Friday, Hours
2013-10-08,205463797,6,0,0,Yes,0
2013-10-08,206085912,1,0,0,0,6
2013-10-08,200038933,4,0,0,0,12
2013-10-08,214614117,3,0,0,0,24
2013-10-08,204300339,0,0,0,0,6
2013-10-08,204668651,2,0,0,0,12
2013-10-08,209959139,1,0,0,0,12
2013-10-08,203368659,2,0,0,0,12
2013-10-08,203355128,5,0,0,0,12
2013-10-08,204437024,0,0,0,0,6
2013-10-08,203234182,1,0,0,0,6
2013-10-08,201780095,2,0,0,0,6
2013-10-08,204074116,1,0,0,0,6
2013-10-08,207065434,1,0,0,Yes,0
2013-10-08,205679095,2,0,0,0,18
2013-10-08,200030112,0,0,0,0,6
2013-10-08,206785966,3,0,0,0,18
2013-10-08,208302968,9,0,0,0,12
2013-10-08,200038347,1,0,0,0,6
2013-10-08,271001166,2,0,0,0,12
2013-10-08,206266686,1,0,0,0,6
2013-10-08,205803547,0,0,0,0,6
2013-10-08,214987760,1,0,0,0,6
2013-10-08,269884730,3,0,0,0,6
2013-10-08,206309429,2,0,0,0,24
2013-10-08,202989711,0,0,0,0,6
2013-10-08,221167703,0,0,0,0,6
2013-10-08,207097734,3,0,0,0,12
2013-10-08,209374164,2,0,0,0,36
2013-10-08,204128789,2,0,0,0,18
2013-10-08,206090391,1,0,0,0,6
2013-10-08,204583371,1,0,0,0,6
2013-10-08,208038646,1,0,0,0,12
2013-10-08,207990888,1,0,0,0,6
2013-10-08,206492449,1,0,0,0,12
2013-10-08,204893952,2,0,0,0,6
2013-10-08,270677248,1,0,0,0,6
2013-10-08,206274508,1,0,0,0,6
2013-10-08,206157174,1,0,0,0,12
2013-10-08,206726630,3,0,0,0,12
2013-10-08,206597098,1,0,0,0,6
2013-10-08,205462336,1,0,0,0,6
2013-10-08,205341506,1,0,0,0,6
2013-10-08,206345688,2,0,0,0,18
2013-10-08,205063266,2,0,0,0,12
2013-10-08,203945175,1,0,0,0,6
2013-10-08,206428179,2,0,0,0,12
2013-10-08,207920489,5,0,0,0,18
2013-10-08,206060386,1,0,0,0,12
2013-10-08,274824002,2,0,0,0,12
2013-10-08,204508147,1,0,0,0,18
2013-10-08,205438575,1,0,0,0,12
2013-10-08,206100935,1,0,0,0,12
2013-10-08,207018490,7,0,0,0,48
2013-10-08,268731775,1,0,0,0,6
2013-10-08,204388128,4,0,0,0,12
2013-10-08,219875366,3,0,0,0,6
2013-10-08,206569774,1,0,0,0,6
2013-10-08,205349558,2,0,0,0,6
2013-10-08,271606915,3,0,0,0,18
2013-10-08,204798342,3,0,0,0,6
2013-10-08,206699365,1,0,0,0,6
2013-10-08,205000607,0,0,0,0,6
2013-10-08,207919002,2,0,0,0,6
2013-10-08,214578817,3,0,0,0,24
2013-10-08,204754261,1,0,0,0,6
2013-10-08,204274054,1,0,0,0,6
2013-10-08,205014202,0,0,0,0,6
2013-10-08,205438195,2,0,0,0,18
2013-10-08,205089113,2,0,0,Yes,0
2013-10-08,206437865,3,0,0,0,18
2013-10-08,225897719,1,0,0,0,12
2013-10-08,206270084,1,0,0,0,6
2013-10-08,204956932,0,0,0,0,12
2013-10-08,209569227,1,0,0,0,18
2013-10-08,202940656,0,0,0,Yes,0
2013-10-08,207385741,1,0,0,0,24
2013-10-08,203612270,1,0,0,0,6
2013-10-08,219793734,3,0,0,0,6
2013-10-08,232067397,3,0,0,0,18
2013-10-08,275132256,1,0,0,0,6
2013-10-08,203186077,1,0,0,0,6
2013-10-08,219235827,3,0,0,Yes,0
2013-10-08,209840693,1,0,0,0,18
2013-10-08,203188107,1,0,0,0,12
2013-10-08,220633515,0,0,0,Yes,0
2013-10-08,206646911,1,0,0,Yes,0
2013-10-07,,2,0,0,0,6
2013-10-07,209077817,1,0,0,0,6
2013-10-07,205601222,3,0,0,0,6
2013-10-07,205349582,1,0,0,0,12
2013-10-07,203233556,1,0,0,0,18
2013-10-07,205303514,6,0,0,0,18
2013-10-07,203649017,1,0,0,0,6
2013-10-07,203017033,1,0,0,0,6
2013-10-07,204019046,3,0,0,Yes,0
2013-10-07,206527350,1,0,0,0,24
2013-10-07,204301253,1,0,0,0,6
2013-10-07,209759695,5,0,0,0,12
2013-10-07,206433245,2,0,0,0,6
2013-10-07,203912936,1,0,0,0,6
2013-10-07,216439729,3,0,0,0,24
2013-10-07,207055039,1,0,0,0,6
2013-10-07,205014202,1,0,0,0,6
2013-10-07,204059430,6,0,0,Yes,0
2013-10-07,200014116,1,0,0,0,6
2013-10-07,203266879,1,0,0,0,6
2013-10-07,203287990,1,0,0,0,6
2013-10-07,206011207,1,0,0,0,6
2013-10-07,207105216,1,0,0,0,6
2013-10-07,205803547,1,0,0,0,6
2013-10-07,205100001,0,0,0,0,6
2013-10-07,204674980,0,0,0,0,6
2013-10-07,274835750,1,0,0,0,6
2013-10-07,219352325,1,0,0,0,6
2013-10-07,204865679,1,0,0,0,6
2013-10-07,203832530,2,0,0,0,12
2013-10-07,214920498,4,0,0,0,12
2013-10-07,204273775,2,0,0,0,6
2013-10-07,204508147,1,0,0,0,18
2013-10-07,208020065,2,0,0,0,6
2013-10-07,205547490,1,0,0,0,6
2013-10-07,225693340,1,0,0,0,6
2013-10-07,205215593,0,0,0,0,6
2013-10-07,204274385,1,0,0,0,6
2013-10-07,205463797,1,0,0,Yes,0
2013-10-07,207065434,2,0,0,Yes,0
2013-10-07,206744815,2,0,0,0,12
2013-10-07,202989711,2,0,0,0,6
2013-10-07,207990888,1,0,0,0,6
2013-10-07,226616027,5,0,0,0,24
2013-10-07,201834165,1,0,0,0,6
2013-10-07,269885026,1,0,0,0,6
2013-10-07,205090970,5,0,0,0,6
2013-10-07,205090087,2,0,0,0,6
2013-10-07,203367040,1,0,0,0,6
2013-10-07,203532072,1,0,0,0,12
2013-10-07,221324023,5,0,0,0,6
2013-10-07,204070684,1,0,0,0,6
2013-10-07,204480156,2,0,0,0,24
2013-10-07,204572952,2,0,0,0,12
2013-10-07,204205199,1,0,0,Yes,0
2013-10-07,209989276,1,0,0,0,6
2013-10-07,207102252,1,0,0,0,6
2013-10-07,206085912,1,0,0,0,6
2013-10-07,205089501,1,0,0,0,6
2013-10-07,214614117,3,0,0,0,24
2013-10-07,204300339,0,0,0,0,6
2013-10-07,209374164,11,0,0,0,36
2013-10-07,268121712,2,0,0,Yes,0
2013-10-07,209959139,2,0,0,0,12
2013-10-07,206266686,5,0,0,0,6
2013-10-07,206744559,1,0,0,0,6
2013-10-07,214987752,1,0,0,0,6
2013-10-07,204437024,0,0,0,0,6
2013-10-07,207385741,2,0,0,0,24
2013-10-07,207097734,0,0,0,0,12
2013-10-07,201780095,1,0,0,0,6
2013-10-07,203807409,2,0,0,0,12
2013-10-07,205349574,1,0,0,0,6
2013-10-07,205679095,4,0,0,0,18
2013-10-07,203267208,2,0,0,0,12
2013-10-07,200030112,0,0,0,0,6
2013-10-07,206785966,14,0,0,0,18
2013-10-07,225942341,5,0,0,0,12
2013-10-07,208302968,4,0,0,0,12
2013-10-07,206810426,1,0,0,0,6
2013-10-07,219878931,1,0,0,Yes,0
2013-10-07,271001166,1,0,0,0,12
2013-10-07,204999197,5,0,0,0,30
2013-10-07,207329731,2,0,0,0,6
2013-10-07,205018666,1,0,0,0,6
2013-10-07,214987760,2,0,0,0,6
2013-10-07,220498547,0,0,0,0,6
2013-10-07,269884730,3,0,0,0,6
2013-10-07,206309429,1,0,0,0,24
2013-10-07,221167703,5,0,0,0,6
2013-10-07,207751355,1,0,0,0,6
2013-10-07,206427635,0,0,0,0,6
2013-10-07,204668651,1,0,0,0,12
2013-10-07,204128789,3,0,0,0,18
2013-10-07,206090391,1,0,0,0,6
2013-10-07,208646463,1,0,0,0,6
2013-10-07,203368659,1,0,0,0,12
2013-10-07,275173540,2,0,0,0,6
2013-10-07,204583371,1,0,0,0,6
2013-10-07,208038646,1,0,0,0,12
2013-10-07,209731611,2,0,0,0,6
2013-10-07,222750010,1,0,0,0,6
2013-10-07,204893952,1,0,0,0,6
2013-10-07,206274508,1,0,0,0,6
2013-10-07,206157174,2,0,0,0,12
2013-10-07,206345688,1,0,0,0,18
2013-10-07,274171578,1,0,0,0,6
2013-10-07,206428179,0,0,0,0,12
2013-10-07,207920489,3,0,0,0,18
2013-10-07,206060386,3,0,0,0,12
2013-10-07,204676209,0,0,0,0,12
2013-10-07,209374206,2,0,0,0,6
2013-10-07,274824002,2,0,0,0,12
2013-10-07,204339162,1,0,0,0,6
2013-10-07,205921778,1,0,0,0,6
2013-10-07,208217653,2,0,0,0,6
2013-10-07,205438575,1,0,0,0,12
2013-10-07,206100935,1,0,0,0,12
2013-10-07,204074116,1,0,0,0,6
2013-10-07,207018490,10,0,0,0,48
2013-10-07,268731775,4,0,0,0,6
2013-10-07,204388128,4,0,0,0,12
2013-10-07,219875366,2,0,0,0,6
2013-10-07,206569774,1,0,0,0,6
2013-10-07,203030895,0,0,0,0,6
2013-10-07,208559468,2,0,0,0,12
2013-10-07,206157844,1,0,0,0,12
2013-10-07,205349558,1,0,0,0,6
2013-10-07,271606915,0,0,0,0,18
2013-10-07,204798342,0,0,0,0,6
2013-10-07,206699365,1,0,0,0,6
2013-10-07,205000607,2,0,0,0,6
2013-10-07,203438494,1,0,0,0,6
2013-10-07,207919002,1,0,0,0,6
2013-10-07,214578817,5,0,0,0,24
2013-10-07,204754261,1,0,0,0,6
2013-10-07,205179021,1,0,0,0,6
2013-10-07,203235387,1,0,0,Yes,0
2013-10-07,204718647,1,0,0,0,6
2013-10-07,208193623,1,0,0,0,6
2013-10-07,206492191,1,0,0,0,6
2013-10-07,207854050,4,0,0,0,6
2013-10-07,205089113,2,0,0,Yes,0
2013-10-07,206437865,5,0,0,0,18
2013-10-07,225897719,2,0,0,0,12
2013-10-07,215817958,1,0,0,0,6
2013-10-07,204956932,3,0,0,0,12
2013-10-07,209569227,1,0,0,0,18
2013-10-07,203266911,1,0,0,0,6
2013-10-07,204709661,1,0,0,0,6
2013-10-07,203981675,1,0,0,0,6
2013-10-07,206526139,4,0,0,0,18
2013-10-07,205753155,1,0,0,0,24
2013-10-07,219793734,4,0,0,0,6
2013-10-07,232067397,5,0,0,0,18
2013-10-07,220633515,0,0,0,Yes,0
2013-10-07,209840693,1,0,0,0,18
2013-10-07,202590808,0,0,0,0,6
2013-10-07,219235827,1,0,0,Yes,0
2013-10-07,221364292,0,0,0,Yes,0
2013-10-07,269826608,2,0,0,Yes,0
2013-10-06,205089113,0,0,0,Yes,0
2013-10-05,209374164,2,0,0,0,36
2013-10-05,200038933,1,0,0,0,12
2013-10-05,205438575,0,0,0,0,12
2013-10-05,204798342,2,0,0,0,6
2013-10-05,232067397,2,0,0,0,18
2013-10-05,204229975,2,0,0,Yes,0
2013-10-04,,2,0,0,0,6
2013-10-04,206744815,1,0,0,0,12
2013-10-04,203030895,0,0,0,0,6
2013-10-04,262574254,2,0,0,0,12
2013-10-04,226616027,2,0,0,0,24
2013-10-04,203233556,2,0,0,0,18
2013-10-04,225693340,1,0,0,0,6
2013-10-04,271179574,0,0,0,0,6
2013-10-04,206266686,0,0,0,0,6
2013-10-04,203186549,1,0,0,0,6
2013-10-04,205037385,1,0,0,0,6
2013-10-04,205090970,1,0,0,0,6
2013-10-04,208039032,1,0,0,0,12
2013-10-04,216267781,1,0,0,0,12
2013-10-04,207919002,1,0,0,0,6
2013-10-04,214578817,3,0,0,0,24
2013-10-04,207751355,1,0,0,0,6
2013-10-04,270898026,1,0,0,0,6
2013-10-04,209759695,0,0,0,0,12
2013-10-04,209374164,3,0,0,0,36
2013-10-04,206523136,1,0,0,0,6
2013-10-04,203537261,0,0,0,0,6
2013-10-04,207920489,1,0,0,0,18
2013-10-04,203428974,2,0,0,0,6
2013-10-04,207733411,0,0,0,0,6
2013-10-04,221324023,2,0,0,0,6
2013-10-04,207055039,1,0,0,0,6
2013-10-04,225942341,1,0,0,0,12
2013-10-04,204059430,1,0,0,Yes,0
2013-10-04,204572952,2,0,0,0,12
2013-10-04,270281850,1,0,0,0,6
2013-10-04,204070684,1,0,0,0,6
2013-10-04,203437868,3,0,0,0,6
2013-10-04,204668651,1,0,0,0,12
2013-10-04,203266879,0,0,0,0,6
2013-10-04,205463797,1,0,0,Yes,0
2013-10-04,205294978,1,0,0,0,6
2013-10-04,205089113,0,0,0,Yes,0
2013-10-04,207097734,1,0,0,0,12
2013-10-04,274169762,1,0,0,0,6
2013-10-04,205089501,1,0,0,0,6
2013-10-04,204956932,1,0,0,0,12
2013-10-04,204073076,1,0,0,0,6
2013-10-04,200038933,1,0,0,0,12
2013-10-04,203266911,0,0,0,0,6
2013-10-04,214614117,2,0,0,0,24
2013-10-04,206624835,1,0,0,0,6
2013-10-04,207385741,1,0,0,0,24
2013-10-04,221356058,0,0,0,0,6
2013-10-04,206526139,3,0,0,0,18
2013-10-04,205753155,1,0,0,0,24
2013-10-04,268121712,0,0,0,Yes,0
2013-10-04,219793734,1,0,0,0,6
2013-10-04,203368659,1,0,0,0,12
2013-10-04,232067397,1,0,0,0,18
2013-10-04,203945175,3,0,0,0,6
2013-10-04,203355128,1,0,0,0,12
2013-10-04,207854050,1,0,0,0,6
2013-10-04,205303514,1,0,0,0,18
2013-10-04,205245269,1,0,0,0,6
2013-10-04,205000607,0,0,0,0,6
2013-10-04,203234182,1,0,0,0,6
2013-10-04,206597098,1,0,0,0,6
2013-10-04,204074116,0,0,0,0,6
2013-10-04,209840651,1,0,0,0,6
2013-10-04,206433245,1,0,0,0,6
2013-10-04,274983816,1,0,0,0,6
2013-10-04,206100935,2,0,0,0,12
2013-10-04,206895450,1,0,0,0,6
2013-10-04,207018490,2,0,0,0,48
2013-10-04,204480156,2,0,0,0,24
2013-10-04,204388128,2,0,0,0,12
2013-10-04,214987760,1,0,0,0,6
2013-10-04,271606915,2,0,0,0,18
2013-10-04,206158032,1,0,0,Yes,0
2013-10-29,,2,0,0,0,6
2013-10-29,205601222,1,0,0,0,6
2013-10-29,203685896,1,0,0,0,6
2013-10-29,206133118,1,0,0,0,6
2013-10-29,206427635,1,0,0,0,6
2013-10-29,203017033,2,0,0,0,6
2013-10-29,204019046,1,0,0,Yes,0
2013-10-29,206527350,1,0,0,0,24
2013-10-29,209759695,4,0,0,0,12
2013-10-29,206433245,1,0,0,0,6
2013-10-29,208028233,2,0,0,0,12
2013-10-29,216439729,2,0,0,0,24
2013-10-29,207055039,1,0,0,0,6
2013-10-29,204059430,3,0,0,Yes,0
2013-10-29,269816781,2,0,0,0,6
2013-10-29,205099534,1,0,0,0,6
2013-10-29,207867573,1,0,0,0,6
2013-10-29,206011207,3,0,0,0,6
2013-10-29,207105216,2,0,0,0,6
2013-10-29,207918244,1,0,0,0,6
2013-10-29,203233556,2,0,0,0,18
2013-10-29,208110981,1,0,0,0,6
2013-10-29,205100001,1,0,0,0,6
2013-10-29,204865679,1,0,0,0,6
2013-10-29,206157844,1,0,0,0,12
2013-10-29,206181547,2,0,0,0,6
2013-10-29,204273775,1,0,0,0,6
2013-10-29,208020065,1,0,0,0,6
2013-10-29,225693340,1,0,0,0,6
2013-10-29,205296940,1,0,0,0,6
2013-10-29,204480156,2,0,0,0,24
2013-10-29,204274385,1,0,0,0,6
2013-10-29,204919088,3,0,0,0,18
2013-10-29,207065434,1,0,0,Yes,0
2013-10-29,206744815,1,0,0,0,12
2013-10-29,202989711,2,0,0,0,6
2013-10-29,262574254,1,0,0,0,12
2013-10-29,226616027,1,0,0,0,24
2013-10-29,271179574,1,0,0,0,6
2013-10-29,205090970,2,0,0,0,6
2013-10-29,205090087,1,0,0,0,6
2013-10-29,203428974,0,0,0,0,6
2013-10-29,221324023,1,0,0,0,6
2013-10-29,207097734,2,0,0,0,12
2013-10-29,207888280,0,0,0,0,6
2013-10-29,203437868,1,0,0,0,6
2013-10-29,204205199,5,0,0,Yes,0
2013-10-29,268771060,0,0,0,0,12
2013-10-29,209989276,1,0,0,0,6
2013-10-29,205463797,3,0,0,Yes,0
2013-10-29,203638762,0,0,0,0,6
2013-10-29,200038933,1,0,0,0,12
2013-10-29,209959139,0,0,0,0,12
2013-10-29,206266686,3,0,0,0,6
2013-10-29,271043143,1,0,0,0,6
2013-10-29,202940656,2,0,0,Yes,0
2013-10-29,204437024,1,0,0,0,6
2013-10-29,203234182,2,0,0,0,6
2013-10-29,208217653,1,0,0,0,6
2013-10-29,206298705,0,0,0,0,6
2013-10-29,201814639,3,0,0,0,6
2013-10-29,205679095,1,0,0,0,18
2013-10-29,203267208,1,0,0,0,12
2013-10-29,206785966,5,0,0,0,18
2013-10-29,208193623,1,0,0,0,6
2013-10-29,208302968,5,0,0,0,12
2013-10-29,206810426,1,0,0,0,6
2013-10-29,205168214,0,0,0,0,12
2013-10-29,271001166,2,0,0,0,12
2013-10-29,204999197,1,0,0,0,30
2013-10-29,269422374,1,0,0,0,6
2013-10-29,203368659,1,0,0,0,12
2013-10-29,205803547,3,0,0,0,6
2013-10-29,230403370,1,0,0,0,6
2013-10-29,214987760,0,0,0,0,6
2013-10-29,269884730,0,0,0,0,6
2013-10-29,208039032,1,0,0,0,12
2013-10-29,221167703,2,0,0,0,6
2013-10-29,207751355,1,0,0,0,6
2013-10-29,209374164,3,0,0,0,36
2013-10-29,204128789,1,0,0,0,18
2013-10-29,214987752,1,0,0,0,6
2013-10-29,206394827,1,0,0,0,6
2013-10-29,204834147,0,0,0,0,6
2013-10-29,222750010,1,0,0,0,6
2013-10-29,204893952,0,0,0,0,6
2013-10-29,203186077,1,0,0,0,6
2013-10-29,206597098,1,0,0,0,6
2013-10-29,219500980,2,0,0,0,6
2013-10-29,206345688,1,0,0,0,18
2013-10-29,274032895,0,0,0,Yes,0
2013-10-29,206060386,2,0,0,0,12
2013-10-29,274824002,2,0,0,0,12
2013-10-29,204508147,1,0,0,0,18
2013-10-29,204384457,1,0,0,0,6
2013-10-29,206100935,3,0,0,0,12
2013-10-29,203532072,0,0,0,0,12
2013-10-29,207018490,1,0,0,0,48
2013-10-29,268731775,2,0,0,0,6
2013-10-29,204388128,3,0,0,0,12
2013-10-29,219875366,1,0,0,0,6
2013-10-29,201810744,1,0,0,0,6
2013-10-29,205090608,1,0,0,0,6
2013-10-29,208559468,1,0,0,0,12
2013-10-29,205349558,0,0,0,0,6
2013-10-29,206523136,1,0,0,0,6
2013-10-29,271606915,0,0,0,0,18
2013-10-29,204798342,2,0,0,0,6
2013-10-29,206699365,0,0,0,0,6
2013-10-29,205000607,0,0,0,0,6
2013-10-29,207919002,2,0,0,0,6
2013-10-29,214578817,0,0,0,0,24
2013-10-29,225963586,0,0,0,0,6
2013-10-29,205014202,1,0,0,0,6
2013-10-29,206492191,1,0,0,0,6
2013-10-29,205089113,1,0,0,Yes,0
2013-10-29,206437865,1,0,0,0,18
2013-10-29,215817958,1,0,0,0,6
2013-10-29,206270084,2,0,0,0,6
2013-10-29,204956932,3,0,0,0,12
2013-10-29,209569227,1,0,0,0,18
2013-10-29,206624835,1,0,0,0,6
2013-10-29,200014090,1,0,0,0,12
2013-10-29,207385741,3,0,0,0,24
2013-10-29,206352874,1,0,0,0,12
2013-10-29,206526139,1,0,0,0,18
2013-10-29,219793734,1,0,0,0,6
2013-10-29,200022457,2,0,0,0,6
2013-10-29,232067397,8,0,0,0,18
2013-10-29,275132256,0,0,0,0,6
2013-10-29,206726630,1,0,0,0,12
2013-10-29,271602260,3,0,0,0,12
2013-10-29,205215593,1,0,0,0,6
2013-10-29,203497664,2,0,0,0,6
2013-10-29,207856477,0,0,0,0,6
2013-10-29,203066964,1,0,0,0,6
2013-10-29,220633515,1,0,0,Yes,0
2013-10-28,,3,0,0,0,6
2013-10-28,205601222,0,0,0,0,6
2013-10-28,203233556,3,0,0,0,18
2013-10-28,206133118,1,0,0,0,6
2013-10-28,205303514,3,0,0,0,18
2013-10-28,203017033,1,0,0,0,6
2013-10-28,204019046,2,0,0,Yes,0
2013-10-28,206527350,2,0,0,0,24
2013-10-28,209759695,1,0,0,0,12
2013-10-28,208028233,1,0,0,0,12
2013-10-28,204070684,2,0,0,0,6
2013-10-28,216439729,2,0,0,0,24
2013-10-28,270720592,0,0,0,0,6
2013-10-28,207055039,1,0,0,0,6
2013-10-28,204059430,5,0,0,Yes,0
2013-10-28,269816781,1,0,0,0,6
2013-10-28,204572952,0,0,0,0,12
2013-10-28,214730582,1,0,0,0,12
2013-10-28,206011207,1,0,0,0,6
2013-10-28,207105216,1,0,0,0,6
2013-10-28,205803547,2,0,0,0,6
2013-10-28,200475556,1,0,0,0,6
2013-10-28,275238657,1,0,0,0,6
2013-10-28,205100001,1,0,0,0,6
